Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Software quality deployment approach: framework design, methodology and example","Software Quality Journal","","3","4","10.1007/BF00403558","Akira Ohmori","1994","http://link.springer.com/article/10.1007/BF00403558","Article"
"Molecular genetics and evolutionary relationship of PCB-degrading bacteria","Biodegradation","","5","3 - 4","10.1007/BF00696466","Kensuke Furukawa","1994","http://link.springer.com/article/10.1007/BF00696466","Article"
"Eisenstein series and cohomology of arithmetic groups: The generic case","Inventiones mathematicae","","116","1","10.1007/BF01231570","Joachim Schwermer","1994","http://link.springer.com/article/10.1007/BF01231570","Article"
"Abstracts of the Biomedical Engineering Society 1995 Annual Fall Meeting, October 6–8, 1995","Annals of Biomedical Engineering","","23","1","10.1007/BF02368677","","1995","http://link.springer.com/article/10.1007/BF02368677","Article"
"Chiral calculations of the K→2π and K→3π weak decays","Il Nuovo Cimento A (1965-1970)","","108","3","10.1007/BF02787056","S. R. ChoudhuryM. D. Scadron","1995","http://link.springer.com/article/10.1007/BF02787056","Article"
"Gauss decomposition of connection matrices for symmetricA-type Jackson integrals","Selecta Mathematica","","1","4","10.1007/BF01587906","K. AomotoY. Kato","1995","http://link.springer.com/article/10.1007/BF01587906","Article"
"A review of computer-aided Simultaneous Engineering systems","Research in Engineering Design","","7","1","10.1007/BF01681911","Dr Arturo MolinaAhmed H. Al-AshaabTimothy I. A. EllisRobert I. M. YoungRobert Bell","1995","http://link.springer.com/article/10.1007/BF01681911","Article"
"Method of calculating an irrigation system with a different arrangement of the laterals","Hydrotechnical Construction","","29","4","10.1007/BF01545803","N. E. Markova","1995","http://link.springer.com/article/10.1007/BF01545803","Article"
"Measurement methods for product evaluation","Research in Engineering Design","","7","2","10.1007/BF01606904","Kevin N. Otto","1995","http://link.springer.com/article/10.1007/BF01606904","Article"
"Electronegativity and hardness profiles of a chemical process: Comparison between quantum fluid density functional theory andab initio SCF method","Pramana","","45","1","10.1007/BF02848099","S NathP K Chattaraj","1995","http://link.springer.com/article/10.1007/BF02848099","Article"
"Differential pressure-jump method for routine measurement of sorption kinetics","Adsorption","","1","3","10.1007/BF00704228","V. LerchR. HaulD. Hesse","1995","http://link.springer.com/article/10.1007/BF00704228","Article"
"QFD: The problem of comparing technical/engineering design requirements","Research in Engineering Design","","7","4","10.1007/BF01580463","F. FranceschiniS. Rossetto","1995","http://link.springer.com/article/10.1007/BF01580463","Article"
"Typical dimension of the graph of certain functions","Monatshefte für Mathematik","","119","4","10.1007/BF01293590","Jörg SchmelingReinhard Winkler","1995","http://link.springer.com/article/10.1007/BF01293590","Article"
"Growth responses of an alpine grassland to elevated CO2","Oecologia","","105","1","10.1007/BF00328790","Bernd SchäppiChristian Körner","1996","http://link.springer.com/article/10.1007/BF00328790","Article"
"Fejér means for multivariate fourier series","Mathematische Zeitschrift","","221","1","10.1007/BF02622126","Hubert BerensYuan Xu","1996","http://link.springer.com/article/10.1007/BF02622126","Article"
"Phytoplankton biomass, P-I relationships and primary production in the Weddell Sea, Antarctica, during the austral autumn","Polar Biology","","16","1","10.1007/BF01876828","K. M. DowerM. I. LucasR. PhillipsG. DieckmannD. H. Robinson","1996","http://link.springer.com/article/10.1007/BF01876828","Article"
"Drought resistance and water use efficiency of conifer seedlings treated with paclobutrazol","New Forests","","11","1","10.1007/BF00034893","R. van den Driessche","1996","http://link.springer.com/article/10.1007/BF00034893","Article"
"Modules lattice isomorphic to linearly compact modules","Mathematical Notes","","59","2","10.1007/BF02310950","G. M. Brodskii","1996","http://link.springer.com/article/10.1007/BF02310950","Article"
"Information architectural design in business process reengineering","Journal of Information Technology","","11","1","10.1080/026839696345405","William J KettingerJames T C TengSubashish Guha","1996","http://link.springer.com/article/10.1080/026839696345405","Article"
"Steady-state response of a Cosserat medium with a spherical inclusion","Acta Mechanica","","116","1 - 4","10.1007/BF01171423","Z. -Q. ChengL. -H. He","1996","http://link.springer.com/article/10.1007/BF01171423","Article"
"Effects of elevated CO2 and increased nitrogen deposition on photosynthesis and growth of understory plants in spruce model ecosystems","Oecologia","","106","2","10.1007/BF00328596","Stephan HättenschwilerChristian Körner","1996","http://link.springer.com/article/10.1007/BF00328596","Article"
"Growth dynamics and population development in an alpine grassland under elevated CO2","Oecologia","","106","1","10.1007/BF00334411","Bernd Schäppi","1996","http://link.springer.com/article/10.1007/BF00334411","Article"
"Functional tolerancing: A design for manufacturing methodology","Research in Engineering Design","","8","2","10.1007/BF01607864","R. S. SrinivasanProf. K. L. WoodD. A. McAdams","1996","http://link.springer.com/article/10.1007/BF01607864","Article"
"Probing the native strain in α1-antitrypsin","Nature Structural Biology","","3","6","10.1038/nsb0696-497","Kee Nyung LeeSang Dai ParkMyeong-Hee Yu","1996","http://link.springer.com/article/10.1038/nsb0696-497","Article"
"The virtual design team: A computational model of project organizations","Computational & Mathematical Organization Theory","","2","3","10.1007/BF00127273","Yan JinRaymond E. Levitt","1996","http://link.springer.com/article/10.1007/BF00127273","Article"
"The anomalous magnetic moment of the muon and related topics","Rendiconti Lincei","","7","3","10.1007/BF03001803","Emilio Picasso","1996","http://link.springer.com/article/10.1007/BF03001803","Article"
"Features of multiregional and intertemporal AGE modelling with GEMPACK","Computational Economics","","9","4","10.1007/BF00119479","W. Jill HarrisonK. R. PearsonAlan A. Powell","1996","http://link.springer.com/article/10.1007/BF00119479","Article"
"Utilizing deontic operators in information systems specification","Requirements Engineering","","1","4","10.1007/BF01587101","John KrogstieGuttorm Sindre","1996","http://link.springer.com/article/10.1007/BF01587101","Article"
"Dealing with nonfunctional requirements in large software systems","Annals of Software Engineering","","3","1","10.1023/A:1018933820619","Christof Ebert","1997","http://link.springer.com/article/10.1023/A%3A1018933820619","Article"
"Viewpoints: principles, problems and a practical approach to requirements engineering","Annals of Software Engineering","","3","1","10.1023/A:1018946223345","Ian SommervillePete Sawyer","1997","http://link.springer.com/article/10.1023/A%3A1018946223345","Article"
"Customer value: The next source for competitive advantage","Journal of the Academy of Marketing Science","","25","2","10.1007/BF02894350","Robert B. Woodruff","1997","http://link.springer.com/article/10.1007/BF02894350","Article"
"On the existence of undistorted progressive waves (UPWs) of arbitrary speeds 0≤ϑ<∞ in nature","Foundations of Physics","","27","3","10.1007/BF02550165","Waldyr A. Rodrigues Jr.Jian-Yu Lu","1997","http://link.springer.com/article/10.1007/BF02550165","Article"
"Witt vectors of non-commutative rings and topological cyclic homology","Acta Mathematica","","178","1","10.1007/BF02392710","Lars Hesselholt","1997","http://link.springer.com/article/10.1007/BF02392710","Article"
"Separability in Quantum Mechanics","Molecular Engineering","","7","1 - 2","10.1023/A:1008266011351","Roy McWeeny","1997","http://link.springer.com/article/10.1023/A%3A1008266011351","Article"
"Integrated product development","Sadhana","","22","2","10.1007/BF02744488","Tay Eng Hock","1997","http://link.springer.com/article/10.1007/BF02744488","Article"
"Recurrence of the integral of an odd conditionally periodic function","Mathematical Notes","","61","4","10.1007/BF02354991","S. V. Konyagin","1997","http://link.springer.com/article/10.1007/BF02354991","Article"
"Reliability assessment for development of microtechnologies","Microsystem Technologies","","3","4","10.1007/s005420050072","J. W. EvansJ. Y. Evans","1997","http://link.springer.com/article/10.1007/s005420050072","Article"
"A new generation of decision support systems for advanced manufacturing enterprises","Journal of Intelligent Manufacturing","","8","5","10.1023/A:1018597930191","SHOUJU RENXIAO DONG ZHANGXI PING ZHANG","1997","http://link.springer.com/article/10.1023/A%3A1018597930191","Article"
"Market Driven Manufacturing","Journal of Market-Focused Management","","2","1","10.1023/A:1009737516172","Warren H. HausmanDavid B. Montgomery","1997","http://link.springer.com/article/10.1023/A%3A1009737516172","Article"
"The business of elections","Quality and Quantity","","31","4","10.1023/A:1004206632394","Baruch Mevorach","1997","http://link.springer.com/article/10.1023/A%3A1004206632394","Article"
"Managing software requirements using quality function deployment","Software Quality Journal","","6","4","10.1023/A:1018580522999","Joachim Karlsson","1997","http://link.springer.com/article/10.1023/A%3A1018580522999","Article"
"What to do next: Using problem status to determine the course of action","Research in Engineering Design","","9","4","10.1007/BF01589683","David G. UllmanDerald HerlingBruce D' Ambrosio","1997","http://link.springer.com/article/10.1007/BF01589683","Article"
"Practical Guide to Experimental Design","IIE Transactions","","29","12","10.1023/A:1018572907959","David W. Coit","1997","http://link.springer.com/article/10.1023/A%3A1018572907959","Article"
"Biomass allocation and canopy development in spruce model ecosystems under elevated CO2 and increased N deposition","Oecologia","","113","1","10.1007/s004420050358","Stephan HättenschwilerChristian Körner","1997","http://link.springer.com/article/10.1007/s004420050358","Article"
"L-shaped decomposition of two-stage stochastic programs with integer recourse","Mathematical Programming","","83","1 - 3","10.1007/BF02680570","Claus C. CarøeJørgen Tind","1998","http://link.springer.com/article/10.1007/BF02680570","Article"
"Fuzzy set theory applications in production management research: a literature survey","Journal of Intelligent Manufacturing","","9","1","10.1023/A:1008847308326","Alfred L. GuiffridaRakesh Nagi","1998","http://link.springer.com/article/10.1023/A%3A1008847308326","Article"
"Reviews of books, software, and videos","Journal of the Academy of Marketing Science","","26","2","10.1177/0092070398262006","Victoria L. CrittendenGarland KeeslingM. Joseph SirgySamuel B. GravesDeborah UtterLuiz MoutinhoJohn HadjimarcouMichael S. MinorJames ReardonChip E. Miller","1998","http://link.springer.com/article/10.1177/0092070398262006","Article"
"Business Optimisation: Using mathematical programming","Journal of the Operational Research Society","","49","5","10.1057/palgrave.jors.2600013","R Eglese","1998","http://link.springer.com/article/10.1057/palgrave.jors.2600013","Article"
"Essays in Decision Making: A Volume in Honour of Stanley Zionts","Journal of the Operational Research Society","","49","5","10.1057/palgrave.jors.2600015","S Kafandaris","1998","http://link.springer.com/article/10.1057/palgrave.jors.2600015","Article"
"Advances in Linear and Integer Programming","Journal of the Operational Research Society","","49","5","10.1057/palgrave.jors.2600530","R Simons","1998","http://link.springer.com/article/10.1057/palgrave.jors.2600530","Article"
"Constructing Systems and Information: A Process View","Journal of the Operational Research Society","","49","5","10.1057/palgrave.jors.2600014","J Mingers","1998","http://link.springer.com/article/10.1057/palgrave.jors.2600014","Article"
"Regional Process Modeling for Design for Environment","Journal of Systems Integration","","8","2","10.1023/A:1008282723146","Ali H. DogruDonald H. Sebastian","1998","http://link.springer.com/article/10.1023/A%3A1008282723146","Article"
"Meeting with the SME to design multimedia exploration systems","Educational Technology Research and Development","","46","2","10.1007/BF02299790","Martin Tessmer","1998","http://link.springer.com/article/10.1007/BF02299790","Article"
"Intelligent management systems in operations: a review","Journal of the Operational Research Society","","49","7","10.1057/palgrave.jors.2600519","N C ProudloveS VaderáK A H Kobbacy","1998","http://link.springer.com/article/10.1057/palgrave.jors.2600519","Article"
"Concurrent engineering: a competitive strategy for process industries","Journal of the Operational Research Society","","49","7","10.1057/palgrave.jors.2600549","A Gunasekaran","1998","http://link.springer.com/article/10.1057/palgrave.jors.2600549","Article"
